"QuantityPath","Parameter","PKParameter","Value"
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-Gonads_pls_Gonads_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-Heart_pls_Heart_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-Kidney_pls_Kidney_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-Stomach_pls_Stomach_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-SmallIntestine_pls_SmallIntestine_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-LargeIntestine_pls_LargeIntestine_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-Periportal_pls_Periportal_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-Pericentral_pls_Pericentral_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-Lung_pls_Lung_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-Muscle_pls_Muscle_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-Pancreas_pls_Pancreas_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-Skin_pls_Skin_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-Spleen_pls_Spleen_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-Duodenum_pls_Duodenum_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-UpperJejunum_pls_UpperJejunum_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-LowerJejunum_pls_LowerJejunum_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-UpperIleum_pls_UpperIleum_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-LowerIleum_pls_LowerIleum_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-Caecum_pls_Caecum_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-ColonAscendens_pls_ColonAscendens_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-ColonTransversum_pls_ColonTransversum_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-ColonDescendens_pls_ColonDescendens_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-ColonSigmoid_pls_ColonSigmoid_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Neighborhoods-Rectum_pls_Rectum_int-P (plasma<->interstitial),C_max,0
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Lipophilicity,C_max,-0.251190568228113
Organism|PeripheralVenousBlood|smarties|Plasma (Peripheral Venous Blood),smarties-Fraction unbound (plasma, reference value),C_max,-0.557244016596771
