"","IndividualId","Gender","RaceIndex","Population.Name","Time","Organism|blockA|mol1","Organism|blockB|mol1","Organism|blockB|mol1|twice_mol1_blockB"
"1",0,"1","0","Kitchenarians",0,10,0,0
"2",0,"1","0","Kitchenarians",0.600000023841858,6.50589609146118,3.49410390853882,6.98820781707764
"3",0,"1","0","Kitchenarians",1.20000004768372,5.4530029296875,4.5469970703125,9.093994140625
"4",0,"1","0","Kitchenarians",1.79999995231628,5.13556337356567,4.86443662643433,9.72887325286865
"5",0,"1","0","Kitchenarians",2.40000009536743,5.04063415527344,4.95936584472656,9.91873168945312
"6",0,"1","0","Kitchenarians",3,5.01217269897461,4.98782730102539,9.97565460205078
"7",0,"1","0","Kitchenarians",3.59999990463257,5.00354719161987,4.99645280838013,9.99290561676025
"8",0,"1","0","Kitchenarians",4.19999980926514,5.00099563598633,4.99900436401367,9.99800872802734
"9",0,"1","0","Kitchenarians",4.80000019073486,5.00028038024902,4.99971961975098,9.99943923950195
"10",0,"1","0","Kitchenarians",5.40000009536743,4.99991655349731,5.00008344650269,10.0001668930054
"11",0,"1","0","Kitchenarians",6,4.99969005584717,5.00030994415283,10.0006198883057
"12",0,"1","0","Kitchenarians",6.59999990463257,4.99971771240234,5.00028228759766,10.0005645751953
"13",0,"1","0","Kitchenarians",7.19999980926514,4.99988126754761,5.00011873245239,10.0002374649048
"14",0,"1","0","Kitchenarians",7.80000019073486,4.99999523162842,5.00000476837158,10.0000095367432
"15",0,"1","0","Kitchenarians",8.39999961853027,5.00007486343384,4.99992513656616,9.99985027313232
"16",0,"1","0","Kitchenarians",9,5.00011396408081,4.99988603591919,9.99977207183838
"17",0,"1","0","Kitchenarians",9.60000038146973,5.00009679794312,4.99990320205688,9.99980640411377
"18",0,"1","0","Kitchenarians",10.1999998092651,0.824104309082031,4.17580461502075,8.3516092300415
"19",0,"1","0","Kitchenarians",10.8000001907349,1.995689868927,3.00421905517578,6.00843811035156
"20",0,"1","0","Kitchenarians",11.3999996185303,2.34871292114258,2.65119576454163,5.30239152908325
"21",0,"1","0","Kitchenarians",12,2.454514503479,2.54539442062378,5.09078884124756
"22",0,"1","0","Kitchenarians",12.6000003814697,2.48658227920532,2.51332640647888,5.02665281295776
"23",0,"1","0","Kitchenarians",13.1999998092651,2.495938539505,2.50397038459778,5.00794076919556
"24",0,"1","0","Kitchenarians",13.8000001907349,2.49875712394714,2.50115180015564,5.00230360031128
"25",0,"1","0","Kitchenarians",14.3999996185303,2.49972057342529,2.50018835067749,5.00037670135498
"26",0,"1","0","Kitchenarians",15,2.50020980834961,2.49969911575317,4.99939823150635
"27",0,"1","0","Kitchenarians",15.6000003814697,2.50032043457031,2.49958848953247,4.99917697906494
"28",0,"1","0","Kitchenarians",16.2000007629395,2.50016260147095,2.49974632263184,4.99949264526367
"29",0,"1","0","Kitchenarians",16.7999992370605,2.499995470047,2.49991345405579,4.99982690811157
"30",0,"1","0","Kitchenarians",17.3999996185303,2.49989867210388,2.5000102519989,5.0000205039978
"31",0,"1","0","Kitchenarians",18,2.49988317489624,2.50002551078796,5.00005102157593
"32",0,"1","0","Kitchenarians",18.6000003814697,2.49988269805908,2.5000262260437,5.0000524520874
"33",0,"1","0","Kitchenarians",19.2000007629395,2.49991774559021,2.49999117851257,4.99998235702515
"34",0,"1","0","Kitchenarians",19.7999992370605,2.49994444847107,2.49996423721313,4.99992847442627
"35",0,"1","0","Kitchenarians",20.3999996185303,2.49997162818909,2.49993705749512,4.99987411499023
"36",0,"1","0","Kitchenarians",21,2.49999928474426,2.49990963935852,4.99981927871704
"37",0,"1","0","Kitchenarians",21.6000003814697,2.50000190734863,2.49990701675415,4.9998140335083
"38",0,"1","0","Kitchenarians",22.2000007629395,2.49999094009399,2.49991798400879,4.99983596801758
"39",0,"1","0","Kitchenarians",22.7999992370605,2.49999284744263,2.49991607666016,4.99983215332031
"40",0,"1","0","Kitchenarians",23.3999996185303,2.4999852180481,2.49992370605469,4.99984741210938
"41",0,"1","0","Kitchenarians",24,2.49997067451477,2.49993824958801,4.99987649917603
"42",0,"1","0","Kitchenarians",24.6000003814697,2.49996304512024,2.49994564056396,4.99989128112793
"43",0,"1","0","Kitchenarians",25.2000007629395,2.49995732307434,2.49995136260986,4.99990272521973
"44",0,"1","0","Kitchenarians",25.7999992370605,2.49995446205139,2.49995422363281,4.99990844726562
"45",0,"1","0","Kitchenarians",26.3999996185303,2.49995136260986,2.49995756149292,4.99991512298584
"46",0,"1","0","Kitchenarians",27,2.49995017051697,2.49995851516724,4.99991703033447
"47",0,"1","0","Kitchenarians",27.6000003814697,2.49995183944702,2.49995708465576,4.99991416931152
"48",0,"1","0","Kitchenarians",28.2000007629395,2.49994921684265,2.49995946884155,4.99991893768311
"49",0,"1","0","Kitchenarians",28.7999992370605,2.4999475479126,2.49996137619019,4.99992275238037
"50",0,"1","0","Kitchenarians",29.3999996185303,2.49994683265686,2.49996209144592,4.99992418289185
"51",0,"1","0","Kitchenarians",30,2.49994683265686,2.49996209144592,4.99992418289185
"52",0,"1","0","Kitchenarians",30.6000003814697,2.4999475479126,2.49996113777161,4.99992227554321
"53",0,"1","0","Kitchenarians",31.2000007629395,2.49994945526123,2.49995946884155,4.99991893768311
"54",0,"1","0","Kitchenarians",31.7999992370605,2.49995183944702,2.49995684623718,4.99991369247437
"55",0,"1","0","Kitchenarians",32.4000015258789,2.4999520778656,2.49995684623718,4.99991369247437
"56",0,"1","0","Kitchenarians",33,2.49995231628418,2.4999566078186,4.99991321563721
"57",0,"1","0","Kitchenarians",33.5999984741211,2.49995255470276,2.49995636940002,4.99991273880005
"58",0,"1","0","Kitchenarians",34.2000007629395,2.49995279312134,2.49995589256287,4.99991178512573
"59",0,"1","0","Kitchenarians",34.7999992370605,2.4999532699585,2.49995565414429,4.99991130828857
"60",0,"1","0","Kitchenarians",35.4000015258789,2.49995374679565,2.49995517730713,4.99991035461426
"61",0,"1","0","Kitchenarians",36,2.49995398521423,2.49995470046997,4.99990940093994
"62",0,"1","0","Kitchenarians",36.5999984741211,2.49995422363281,2.49995470046997,4.99990940093994
"63",0,"1","0","Kitchenarians",37.2000007629395,2.49995422363281,2.49995470046997,4.99990940093994
"64",0,"1","0","Kitchenarians",37.7999992370605,2.49995446205139,2.49995446205139,4.99990892410278
"65",0,"1","0","Kitchenarians",38.4000015258789,2.49995446205139,2.49995446205139,4.99990892410278
"66",0,"1","0","Kitchenarians",39,2.49995446205139,2.49995446205139,4.99990892410278
"67",0,"1","0","Kitchenarians",39.5999984741211,2.49995446205139,2.49995446205139,4.99990892410278
"68",0,"1","0","Kitchenarians",40.2000007629395,2.49995446205139,2.49995422363281,4.99990844726562
"69",0,"1","0","Kitchenarians",40.7999992370605,2.49995446205139,2.49995422363281,4.99990844726562
"70",0,"1","0","Kitchenarians",41.4000015258789,2.49995446205139,2.49995422363281,4.99990844726562
"71",0,"1","0","Kitchenarians",42,2.49995446205139,2.49995422363281,4.99990844726562
"72",0,"1","0","Kitchenarians",42.5999984741211,2.49995446205139,2.49995446205139,4.99990892410278
"73",0,"1","0","Kitchenarians",43.2000007629395,2.49995446205139,2.49995446205139,4.99990892410278
"74",0,"1","0","Kitchenarians",43.7999992370605,2.49995446205139,2.49995446205139,4.99990892410278
"75",0,"1","0","Kitchenarians",44.4000015258789,2.49995446205139,2.49995446205139,4.99990892410278
"76",0,"1","0","Kitchenarians",45,2.49995446205139,2.49995446205139,4.99990892410278
"77",0,"1","0","Kitchenarians",45.5999984741211,2.49995446205139,2.49995446205139,4.99990892410278
"78",0,"1","0","Kitchenarians",46.2000007629395,2.49995446205139,2.49995446205139,4.99990892410278
"79",0,"1","0","Kitchenarians",46.7999992370605,2.49995446205139,2.49995446205139,4.99990892410278
"80",0,"1","0","Kitchenarians",47.4000015258789,2.49995446205139,2.49995446205139,4.99990892410278
"81",0,"1","0","Kitchenarians",48,2.49995446205139,2.49995446205139,4.99990892410278
"82",0,"1","0","Kitchenarians",48.5999984741211,2.49995446205139,2.49995446205139,4.99990892410278
"83",0,"1","0","Kitchenarians",49.2000007629395,2.49995446205139,2.49995446205139,4.99990892410278
"84",0,"1","0","Kitchenarians",49.7999992370605,2.49995446205139,2.49995446205139,4.99990892410278
"85",0,"1","0","Kitchenarians",50.4000015258789,2.49995446205139,2.49995446205139,4.99990892410278
"86",0,"1","0","Kitchenarians",51,2.49995446205139,2.49995446205139,4.99990892410278
"87",0,"1","0","Kitchenarians",51.5999984741211,2.49995446205139,2.49995446205139,4.99990892410278
"88",0,"1","0","Kitchenarians",52.2000007629395,2.49995446205139,2.49995446205139,4.99990892410278
"89",0,"1","0","Kitchenarians",52.7999992370605,2.49995446205139,2.49995446205139,4.99990892410278
"90",0,"1","0","Kitchenarians",53.4000015258789,2.49995446205139,2.49995446205139,4.99990892410278
"91",0,"1","0","Kitchenarians",54,2.49995446205139,2.49995446205139,4.99990892410278
"92",0,"1","0","Kitchenarians",54.5999984741211,2.49995446205139,2.49995446205139,4.99990892410278
"93",0,"1","0","Kitchenarians",55.2000007629395,2.49995446205139,2.49995446205139,4.99990892410278
"94",0,"1","0","Kitchenarians",55.7999992370605,2.49995446205139,2.49995446205139,4.99990892410278
"95",0,"1","0","Kitchenarians",56.4000015258789,2.49995446205139,2.49995446205139,4.99990892410278
"96",0,"1","0","Kitchenarians",57,2.49995446205139,2.49995446205139,4.99990892410278
"97",0,"1","0","Kitchenarians",57.5999984741211,2.49995446205139,2.49995446205139,4.99990892410278
"98",0,"1","0","Kitchenarians",58.2000007629395,2.49995446205139,2.49995446205139,4.99990892410278
"99",0,"1","0","Kitchenarians",58.7999992370605,2.49995446205139,2.49995446205139,4.99990892410278
"100",0,"1","0","Kitchenarians",59.4000015258789,2.49995446205139,2.49995446205139,4.99990892410278
"101",0,"1","0","Kitchenarians",60,2.49995446205139,2.49995446205139,4.99990892410278
